hour,Z00,Z01,Z02,Z03,Z04
615,745.61,707.32,1079.8,920.82,777.6
616,768.67,727.03,1101.63,967.72,805.87
617,813.04,783.61,1152.76,995.25,835.39
618,851.87,816.47,1165.19,1038.31,848.46
619,864.56,828.01,1171.82,1030.17,847.15
620,839.44,807.04,1141.19,989.4,798.98
621,789.29,748.39,1057.14,933.27,754.75
622,730.76,688.47,960.65,849.65,708.35
623,675.53,633.26,893.32,778.46,657.87
624,587.89,562.47,781.76,676.27,580.72
625,558.87,543.55,720.31,647.55,551.05
626,550.39,533.47,715.13,619.14,537.3
627,555.39,527.41,694.03,623.38,535.55
628,560.79,526.86,712.59,642.58,546.88
629,589.05,560.57,770.05,675.8,575.41
630,648.51,611.34,850.44,750.74,640.96
631,717.48,673.54,924.32,835.7,689.21
632,745.49,710.98,954.54,880.8,731.4
633,771.7,711.42,956.53,903.24,755.82
634,768.58,733.92,970.03,899.84,755.24
635,772.76,737.43,975.58,904.94,759.36
636,769.53,744.67,963.75,923.39,761.66
637,767.79,743.2,963.04,914.79,750.25
638,775.46,756.21,964.51,919.0,759.79
639,767.54,770.39,967.96,924.3,753.29
640,780.05,803.19,1005.43,960.56,781.16
641,818.95,844.07,1033.39,1025.1,815.8
642,840.7,862.28,1074.8,1050.47,841.12
643,817.87,849.19,1058.75,1047.26,834.34
644,792.31,814.91,1010.33,1005.69,796.8
645,745.98,767.59,940.29,944.97,763.15
646,691.62,705.78,879.47,864.56,687.07
647,629.26,638.37,820.75,789.64,628.75
648,599.81,591.29,762.37,758.48,583.98
649,568.29,561.22,732.49,703.63,543.14
650,560.34,563.63,718.77,677.48,535.88
651,546.25,553.01,709.99,673.1,535.49
652,547.45,555.03,730.74,681.17,543.83
653,577.45,585.99,786.54,699.52,569.34
654,629.58,647.3,846.32,773.67,615.12
655,692.34,704.29,925.18,839.81,680.81
656,723.09,714.56,970.81,851.32,699.83
657,729.05,721.27,988.03,858.94,733.43
658,736.84,721.5,982.42,866.03,751.71
659,740.83,732.48,990.25,864.53,764.92
660,749.12,725.74,972.89,861.98,763.45
661,736.04,715.7,965.66,854.44,734.53
662,732.17,705.51,976.44,867.81,724.21
663,750.28,707.24,1007.9,886.44,723.23
664,792.11,746.53,1029.8,916.55,744.43
665,846.89,787.73,1083.58,950.58,793.55
666,875.37,818.3,1125.26,972.1,829.33
667,867.68,801.74,1113.89,987.65,840.83
668,842.24,754.88,1081.35,946.58,802.81
669,784.92,714.87,1003.92,878.38,737.29
670,713.75,658.43,930.94,819.09,680.98
671,652.92,606.46,866.99,755.78,617.27
672,663.33,616.2,883.46,761.89,618.85
673,623.43,586.08,824.74,725.48,588.34
674,594.73,553.78,801.09,718.79,585.17
675,576.43,552.38,797.04,693.62,573.91
676,588.77,571.06,807.17,696.94,589.23
677,613.91,600.73,843.55,729.5,612.29
678,674.19,658.5,922.22,799.69,671.32
679,737.46,719.24,996.37,850.06,721.36
680,773.9,745.97,1050.73,881.16,741.95
681,785.94,743.78,1064.39,904.67,762.25
682,798.27,747.83,1083.62,911.78,773.61
683,797.13,755.15,1101.52,915.08,778.56
684,793.76,764.89,1116.89,910.82,776.82
685,776.65,748.41,1129.44,906.12,766.13
686,788.13,745.72,1121.66,903.77,783.71
687,795.69,753.4,1114.78,936.26,782.1
688,811.52,779.74,1146.09,974.4,792.22
689,846.35,835.12,1221.55,1017.62,833.23
690,874.93,870.46,1271.81,1054.52,868.02
691,875.62,868.33,1256.17,1021.13,872.95
692,821.75,817.72,1223.94,974.52,844.23
693,760.7,779.32,1145.35,926.7,775.05
694,699.71,703.3,1053.59,850.03,724.14
695,662.48,653.85,986.66,796.82,667.67
696,631.68,621.99,919.03,753.86,638.61
697,599.98,591.25,870.83,709.7,618.65
698,589.53,568.09,856.52,687.47,586.12
699,595.71,563.5,841.66,685.2,576.97
700,601.01,567.12,850.85,695.01,581.35
701,629.03,605.78,895.03,724.1,623.48
702,700.96,642.77,975.98,795.62,693.13
703,767.68,701.94,1055.79,865.58,748.7
704,804.27,708.36,1116.89,874.52,782.27
705,813.73,724.34,1139.24,913.72,800.33
706,838.43,729.72,1123.84,920.95,807.79
707,860.57,745.58,1135.35,930.33,818.06
708,862.9,735.94,1121.7,906.84,814.07
709,857.92,721.18,1099.04,884.89,788.92
710,835.33,703.34,1119.81,894.36,795.51
711,847.31,708.54,1140.13,915.38,800.37
712,867.34,733.16,1175.67,948.73,823.08
713,909.96,767.47,1228.45,1005.07,848.04
714,947.17,787.59,1252.75,1034.1,883.38
715,932.6,781.47,1235.71,1017.53,874.32
716,872.55,755.59,1187.47,976.25,837.39
717,819.22,712.41,1118.2,915.77,793.04
718,747.8,642.56,1006.32,830.69,721.3
719,681.34,586.93,915.77,761.04,673.02
720,636.75,549.39,858.2,717.0,644.77
721,602.89,505.99,821.42,687.46,605.76
722,571.06,500.04,791.5,658.59,579.64
723,572.57,498.23,780.24,650.35,571.76
724,582.13,500.41,774.08,647.58,579.44
725,621.03,533.23,804.58,694.24,608.29
726,698.81,591.15,888.4,758.56,668.64
727,761.27,643.58,975.31,833.85,717.17
728,775.12,675.99,1019.18,867.14,743.26
729,781.84,690.28,1037.67,899.0,777.97
730,778.11,693.51,1030.25,902.14,804.02
731,781.5,712.48,1034.34,908.29,810.49
732,783.1,700.51,1033.62,922.3,810.73
733,757.33,713.72,1022.01,909.89,796.78
734,762.25,717.82,1018.69,909.89,803.77
735,756.62,722.62,1040.56,906.08,812.23
736,783.52,749.25,1065.69,929.93,837.41
737,820.99,776.68,1115.8,981.13,882.69
738,848.97,802.33,1162.32,1003.74,904.13
739,842.94,817.55,1165.76,1010.38,888.07
740,802.73,787.51,1131.06,958.79,843.61
741,747.78,736.61,1042.46,875.36,774.96
742,676.96,678.75,975.55,805.27,713.04
743,622.11,629.21,898.34,742.98,662.21
744,602.2,600.28,852.69,715.6,611.81
745,588.34,568.66,818.3,689.42,586.98
746,583.0,561.97,789.87,666.67,570.98
747,580.21,554.08,780.09,658.7,562.71
748,582.98,560.82,809.86,675.87,560.35
749,624.3,595.31,874.21,723.19,586.26
750,685.7,648.55,931.47,789.13,640.98
751,746.86,694.08,984.37,874.97,708.09
752,774.77,722.02,1048.92,924.72,737.21
753,790.75,744.7,1060.87,938.4,741.74
754,793.97,749.3,1066.63,949.9,757.89
755,800.69,764.7,1087.27,942.88,777.35
756,790.18,775.46,1094.34,930.73,787.21
757,779.42,764.09,1068.64,923.14,790.36
758,801.6,763.56,1077.99,921.98,782.84
759,808.15,769.15,1093.05,932.13,795.49
760,828.59,796.97,1097.36,946.01,822.73
761,872.41,838.22,1140.76,1005.43,880.27
762,910.46,869.06,1190.71,1047.89,907.93
763,889.81,874.31,1196.03,1037.04,895.34
764,848.67,838.5,1133.65,997.53,855.12
765,803.16,786.11,1066.77,910.94,807.51
766,742.55,717.45,983.84,836.32,746.04
767,680.38,656.58,889.23,760.15,679.91
768,652.12,627.95,844.52,716.54,651.56
769,614.34,600.85,801.6,683.4,617.07
770,598.39,584.78,781.4,676.47,603.81
771,586.16,575.11,758.32,665.92,588.93
772,603.85,575.35,757.57,663.34,601.76
773,620.16,599.61,802.29,699.12,631.08
774,676.38,666.75,879.98,761.45,691.76
775,733.12,726.44,979.55,845.32,741.92
776,769.94,756.34,1032.82,901.48,766.97
777,790.89,781.61,1062.39,929.68,770.75
778,811.44,783.88,1075.57,931.05,779.09
779,803.17,785.75,1092.97,951.21,781.41
780,810.08,797.57,1091.87,937.25,785.13
781,798.9,793.85,1084.47,933.49,776.02
782,792.14,777.78,1105.21,931.95,768.05
783,804.89,784.13,1140.91,911.46,799.72
784,818.68,798.44,1196.99,939.64,818.07
785,835.63,830.17,1240.38,1004.29,872.86
786,862.73,857.08,1265.58,1027.71,902.64
787,840.78,833.08,1249.28,1054.11,874.07
788,799.63,790.53,1204.61,985.16,833.73
789,754.33,757.37,1131.2,920.6,797.56
790,700.12,696.84,1044.9,850.46,752.95
791,655.18,634.61,972.8,775.67,683.3
792,573.16,563.28,840.54,690.89,597.28
793,535.51,527.08,805.67,670.18,569.22
794,517.87,512.47,782.1,647.38,537.27
795,506.34,513.94,767.35,626.91,541.58
796,506.61,520.81,782.54,635.25,548.04
797,538.11,550.38,813.9,663.47,578.2
798,588.84,603.71,895.13,737.03,630.21
799,628.24,661.24,965.74,804.89,685.42
800,663.31,694.27,992.55,844.57,709.51
801,678.13,706.28,1026.15,863.49,727.25
802,690.41,713.7,1030.55,890.11,738.49
803,700.27,722.32,1058.79,893.51,749.75
804,707.95,705.83,1045.26,878.07,755.85
805,703.14,706.97,1028.93,859.01,758.85
806,715.6,722.07,1023.95,848.24,749.84
807,727.28,735.18,1038.43,878.34,765.91
808,752.58,757.3,1045.49,903.84,776.53
809,792.22,788.13,1087.22,931.81,800.0
810,806.38,818.66,1104.04,954.91,855.7
811,798.83,828.68,1078.95,935.09,829.68
812,762.67,803.98,1035.02,888.77,804.47
813,716.98,744.76,971.87,843.87,745.79
814,651.05,696.87,914.7,786.71,692.38
815,609.59,631.26,856.38,726.45,623.14
816,575.51,589.61,809.93,678.68,573.95
817,539.78,558.72,769.42,652.95,552.9
818,515.62,547.17,760.7,632.24,538.8
819,508.31,537.41,750.74,627.79,531.3
820,515.83,549.61,767.92,637.3,540.12
821,539.42,579.13,803.06,690.41,579.97
822,595.75,646.66,859.58,745.81,646.83
823,646.36,692.5,942.05,812.48,708.2
824,679.97,720.66,969.5,850.02,722.86
825,688.92,738.92,994.05,885.34,727.12
826,697.25,757.11,1008.13,905.97,729.14
827,714.58,744.57,1024.5,910.62,746.41
828,738.78,741.21,1028.44,894.32,733.81
829,722.92,716.45,1023.64,892.56,716.06
830,719.39,719.74,1018.78,882.54,717.57
831,719.64,721.57,1040.48,885.11,723.06
832,748.68,744.99,1071.21,917.38,742.78
833,773.4,788.56,1105.56,961.18,764.0
834,797.5,824.02,1143.21,1010.24,807.31
835,791.78,813.84,1151.78,1002.6,800.35
836,749.47,782.95,1107.2,974.57,754.61
837,694.96,757.75,1045.6,918.08,695.63
838,638.92,693.03,968.54,835.18,632.7
839,571.23,636.98,878.31,766.14,565.06
840,570.2,640.77,910.69,779.64,573.59
841,542.18,613.73,870.86,743.08,544.83
842,532.0,591.08,864.07,717.8,528.36
843,526.19,585.96,836.17,704.48,522.31
844,523.26,582.6,829.66,710.64,524.76
845,550.49,613.72,869.26,745.61,559.68
846,615.42,693.29,970.28,822.83,620.56
847,679.46,744.75,1074.09,892.71,680.21
848,709.95,769.16,1128.68,927.59,696.95
849,718.69,791.45,1160.33,957.95,699.8
850,734.87,787.79,1172.2,963.56,720.96
851,739.19,773.36,1172.98,964.56,734.13
852,730.88,758.49,1174.79,969.98,738.08
853,719.51,753.75,1159.67,948.19,724.71
854,736.69,764.27,1164.94,973.92,742.1
855,748.58,772.69,1183.17,989.93,748.29
856,784.04,795.71,1204.61,1005.18,779.72
857,817.6,843.49,1249.89,1047.62,816.87
858,858.89,872.78,1317.55,1091.75,847.52
859,846.59,878.26,1285.65,1089.39,832.45
860,809.82,853.27,1231.55,1029.6,785.72
861,783.36,794.59,1137.97,959.42,750.25
862,729.46,742.14,1050.06,879.58,695.42
863,663.94,683.41,966.82,811.31,624.39
864,624.92,642.16,899.01,748.47,586.87
865,596.9,609.26,856.13,712.32,558.4
866,590.06,599.44,835.8,706.23,548.77
867,578.51,581.89,814.59,700.46,529.97
868,573.85,577.99,841.29,713.15,539.94
869,602.41,615.94,883.45,758.22,578.38
870,663.33,691.45,990.37,822.73,648.02
871,725.16,754.72,1059.74,883.82,706.04
872,767.97,793.16,1082.45,925.39,733.11
873,786.17,792.09,1097.67,948.09,749.22
874,801.3,786.35,1120.13,974.74,762.83
875,797.91,788.06,1134.32,969.04,772.89
876,806.11,784.14,1136.49,988.69,760.47
877,817.69,777.55,1113.44,967.6,753.96
878,823.54,772.72,1111.85,984.88,753.46
879,832.19,779.27,1130.49,998.76,769.92
880,855.85,799.68,1174.62,1026.66,787.86
881,912.31,842.86,1225.5,1059.58,845.87
882,932.16,883.3,1260.7,1095.78,873.72
883,920.76,883.51,1249.88,1094.22,873.82
884,883.44,857.18,1218.95,1055.23,845.6
885,832.32,799.09,1152.87,979.13,790.74
886,761.84,731.71,1062.16,906.98,736.5
887,698.55,654.66,959.35,835.97,671.33
888,654.4,605.18,903.22,779.3,624.25
889,622.06,581.36,854.43,727.31,592.47
890,603.95,569.56,825.78,727.35,563.32
891,587.03,562.09,776.53,727.56,559.46
892,594.04,567.22,803.47,736.34,558.42
893,631.09,588.28,834.86,770.46,582.29
894,685.33,630.47,920.19,861.49,640.01
895,744.85,684.07,1002.88,942.76,704.84
896,781.45,711.77,1048.69,950.43,735.11
897,786.22,704.51,1054.5,969.33,758.71
898,795.36,725.92,1058.9,962.62,765.8
899,792.59,728.67,1060.52,982.17,770.94
900,803.57,734.72,1080.32,965.23,745.67
901,817.32,741.21,1060.62,958.87,745.35
902,834.98,755.86,1043.03,962.82,742.2
903,838.62,760.75,1037.18,944.18,748.67
904,867.87,792.26,1081.11,986.22,777.3
905,907.09,838.22,1140.98,1027.31,818.92
906,937.97,868.3,1151.04,1061.52,850.58
907,943.72,863.6,1132.06,1043.8,841.83
908,886.31,816.97,1083.36,989.78,813.05
909,837.79,767.22,1001.94,933.32,751.21
910,770.0,701.91,933.4,870.47,703.38
911,714.43,641.18,860.81,796.16,646.26
912,672.08,605.78,831.39,743.5,602.44
913,632.33,582.79,784.93,702.73,570.52
914,616.3,566.01,770.98,684.93,552.7
915,611.52,556.65,786.88,674.03,536.28
916,617.99,561.22,804.01,683.67,546.38
917,652.16,610.12,848.64,721.32,572.12
918,710.93,666.92,948.72,765.21,627.22
919,754.69,730.7,1054.48,858.08,692.61
920,793.32,746.86,1095.29,900.33,723.82
921,814.26,761.93,1127.93,935.53,737.15
922,821.91,758.17,1162.63,952.18,746.87
923,828.8,760.6,1168.32,947.11,764.16
924,837.01,767.91,1160.29,949.55,779.19
925,822.57,776.29,1158.43,944.81,768.93
926,814.14,777.16,1162.64,942.32,774.34
927,818.9,789.55,1180.4,945.84,769.45
928,852.98,813.01,1212.85,978.52,784.1
929,876.76,845.54,1261.98,1018.34,820.58
930,919.7,875.75,1301.31,1065.79,830.13
931,903.4,877.27,1289.0,1047.59,809.75
932,851.86,839.87,1204.82,984.8,780.31
933,809.05,781.78,1134.74,916.92,735.52
934,744.37,716.21,1070.2,844.68,682.67
935,670.49,659.01,971.71,761.3,630.71
936,628.61,618.66,900.99,702.64,588.92
937,604.51,594.34,870.88,671.62,569.81
938,596.9,568.88,854.15,653.01,555.46
939,585.31,566.17,846.02,649.03,543.07
940,595.33,567.74,846.12,666.11,543.95
941,631.13,596.85,876.69,698.25,569.43
942,687.95,672.78,972.96,773.78,634.42
943,752.77,741.67,1072.98,847.81,692.75
944,782.84,766.47,1109.85,897.57,722.49
945,792.53,777.08,1141.06,909.16,723.82
946,794.99,791.81,1161.15,899.42,735.33
947,802.95,806.73,1172.3,888.73,737.48
948,802.82,804.72,1159.74,901.96,750.44
949,789.35,802.16,1140.9,890.9,741.99
950,785.22,796.45,1124.65,896.8,741.81
951,803.55,777.28,1106.4,902.51,759.85
952,828.37,809.74,1109.23,930.41,769.78
953,875.6,841.88,1166.87,986.4,799.84
954,918.63,877.5,1219.67,1020.46,836.13
955,915.32,867.34,1201.34,1009.9,820.66
956,896.68,826.19,1148.39,969.51,798.27
957,829.2,765.03,1100.09,923.13,753.06
958,769.89,711.98,1017.95,852.59,701.79
959,700.5,658.14,944.19,772.72,645.88
960,625.04,585.43,840.96,676.63,585.53
961,603.82,560.49,788.58,638.42,567.21
962,573.25,547.77,776.25,621.22,557.25
963,557.86,536.23,752.17,608.01,555.46
964,568.32,542.76,767.19,611.77,554.58
965,602.11,573.23,797.67,645.33,593.46
966,665.98,611.39,887.48,708.88,651.66
967,723.7,657.61,955.19,773.36,710.91
968,755.55,683.82,986.8,809.7,735.32
969,774.02,704.71,1018.44,816.41,739.72
970,778.42,723.51,1023.08,807.66,739.34
971,792.71,744.56,1029.46,830.0,745.51
972,769.98,736.74,1043.53,823.16,739.61
973,766.59,729.32,1042.18,839.74,732.28
974,755.75,724.03,1036.31,855.29,706.49
975,770.36,723.45,1053.73,879.01,717.87
976,788.86,740.91,1093.44,896.58,747.76
977,815.73,776.46,1141.81,954.45,782.28
978,847.5,811.77,1188.14,981.22,796.13
979,830.09,790.16,1182.64,965.44,794.89
980,784.8,754.77,1134.66,932.75,755.02
981,720.93,698.47,1071.44,883.03,701.4
982,665.21,655.76,1003.67,810.13,659.92
983,613.31,612.76,916.47,742.49,605.23
984,585.03,574.34,877.84,700.55,576.11
985,555.4,541.35,838.92,663.67,537.51
986,547.85,531.19,810.53,649.5,522.51
987,540.34,529.79,796.59,640.62,510.72
988,546.53,530.0,814.1,645.24,514.33
989,578.83,554.75,863.63,675.97,546.66
990,644.03,612.01,967.17,732.2,594.8
991,698.73,659.01,1048.39,794.44,636.71
992,724.86,698.97,1083.78,816.56,658.62
993,737.18,712.8,1085.6,836.39,674.18
994,744.46,719.83,1080.31,846.62,702.84
995,743.04,716.31,1079.19,852.93,715.84
996,751.89,726.82,1085.27,854.51,711.16
997,740.47,707.86,1064.29,845.02,700.74
998,744.05,701.76,1070.48,837.91,702.02
999,743.3,703.81,1071.78,848.86,711.55
1000,767.74,723.55,1095.69,880.76,736.85
1001,806.92,744.75,1162.34,935.17,763.32
1002,830.95,765.22,1211.85,958.95,797.9
1003,843.2,765.85,1195.78,951.72,787.49
1004,808.72,733.37,1158.86,899.65,741.2
1005,771.53,688.81,1069.98,851.24,700.08
1006,717.49,643.86,987.54,775.85,669.6
1007,650.18,593.29,890.31,710.29,618.56
1008,653.96,609.52,910.77,714.07,632.82
1009,623.81,579.83,870.68,682.47,600.93
1010,606.83,558.82,843.78,666.02,588.13
1011,597.84,562.69,827.92,665.84,583.18
1012,602.5,558.34,850.17,679.71,592.58
1013,619.77,578.19,894.31,712.22,627.07
1014,679.4,627.79,973.23,773.38,698.02
1015,721.22,706.27,1041.4,854.54,751.83
1016,755.24,736.63,1100.68,902.01,767.35
1017,763.94,761.31,1141.07,921.28,772.02
1018,765.39,754.19,1164.45,955.01,807.15
1019,771.74,751.77,1182.5,950.2,806.27
1020,775.4,755.58,1181.67,949.19,819.37
1021,755.33,744.79,1164.58,951.64,802.38
1022,740.35,746.71,1150.88,931.92,808.6
1023,739.67,760.33,1168.82,930.17,805.39
1024,743.76,783.62,1198.49,974.97,839.73
1025,772.39,821.55,1260.67,1017.07,897.37
1026,821.09,853.47,1303.62,1051.11,909.46
1027,806.04,844.27,1291.12,1036.32,888.8
1028,780.94,810.95,1245.32,1004.22,832.76
1029,721.03,768.37,1165.45,937.14,767.93
1030,670.6,700.63,1105.26,865.12,697.67
1031,614.05,643.9,1023.43,779.45,635.09
1032,580.22,614.06,956.93,735.09,607.97
1033,558.09,582.51,908.07,702.88,573.39
1034,557.76,566.77,894.43,685.64,557.12
1035,552.81,571.46,900.79,668.12,549.97
1036,561.99,585.88,894.87,681.87,559.89
1037,585.35,631.83,937.31,711.57,596.16
1038,649.92,707.5,1007.82,782.5,642.57
1039,707.97,766.04,1100.32,853.99,716.2
1040,746.3,789.04,1140.19,884.46,739.9
1041,761.62,799.86,1162.85,911.36,766.06
1042,786.28,813.51,1184.24,940.05,784.87
1043,774.98,787.46,1176.48,947.28,781.52
1044,773.04,787.17,1165.84,938.69,762.34
1045,774.87,789.93,1155.8,914.37,755.54
1046,772.07,789.14,1146.84,901.27,761.92
1047,772.68,798.63,1149.43,901.98,744.36
1048,793.38,818.17,1163.52,911.04,761.1
1049,817.48,838.62,1189.82,948.53,801.13
1050,849.8,878.02,1231.56,970.96,822.27
1051,869.83,866.79,1245.87,982.85,828.06
1052,843.84,833.18,1214.98,948.93,788.62
1053,779.43,779.66,1169.75,874.12,734.89
1054,711.56,734.91,1088.28,807.6,677.76
1055,648.98,675.37,991.62,743.87,619.4
1056,619.41,639.1,914.5,700.86,575.89
1057,583.58,605.93,872.06,666.27,539.79
1058,564.33,583.68,842.58,651.05,527.7
1059,563.68,577.83,826.27,648.9,515.22
1060,577.57,591.87,823.42,673.0,520.0
1061,605.3,621.72,854.46,700.61,548.46
1062,657.05,665.62,949.33,765.85,621.61
1063,703.9,718.96,1028.76,825.18,682.43
1064,728.25,765.9,1069.04,871.53,707.73
1065,723.72,775.09,1096.48,890.0,734.27
1066,740.55,783.6,1122.92,878.49,761.64
1067,743.96,772.84,1118.33,888.91,760.62
1068,750.93,767.64,1143.18,899.33,753.21
1069,763.33,752.75,1130.06,873.82,746.41
1070,775.41,760.75,1124.04,857.39,747.66
1071,772.45,774.26,1139.45,886.59,748.22
1072,804.23,801.83,1146.83,928.09,788.21
1073,854.22,849.13,1193.59,972.63,810.28
1074,876.74,873.73,1237.82,1012.16,832.56
1075,859.49,883.05,1221.72,983.28,828.21
1076,821.79,841.04,1159.18,929.99,801.92
1077,755.16,794.92,1092.45,858.5,757.92
1078,710.62,749.7,1008.95,796.49,709.39
1079,632.24,680.65,918.86,740.69,667.58
1080,588.58,643.5,859.61,713.59,625.7
1081,559.63,609.77,816.65,682.49,596.23
1082,545.36,593.64,790.13,655.1,574.52
1083,540.94,586.53,792.45,649.78,567.38
1084,551.54,592.5,809.8,656.71,571.4
1085,580.42,622.44,841.67,693.5,608.9
1086,649.15,688.8,922.02,774.8,674.97
1087,690.53,738.39,992.69,849.8,724.53
1088,721.37,761.45,1042.6,884.66,758.92
1089,731.16,771.39,1071.52,901.63,764.06
1090,741.84,765.86,1081.18,899.75,780.68
1091,753.26,776.59,1093.39,932.17,798.33
1092,746.5,772.33,1100.07,934.64,799.72
1093,735.51,757.23,1092.26,954.26,796.72
1094,745.38,745.34,1110.34,944.39,802.11
1095,757.86,745.55,1120.17,960.82,805.75
1096,774.8,772.76,1165.67,988.83,832.29
1097,833.92,797.58,1245.97,1036.64,875.37
1098,889.11,837.38,1270.32,1080.18,903.12
1099,865.77,837.9,1246.29,1083.97,875.21
1100,831.6,805.2,1172.72,1035.94,834.97
1101,802.52,739.28,1091.47,959.39,796.42
1102,746.12,676.72,1006.41,864.7,731.26
1103,683.98,629.19,926.36,788.84,650.25
1104,641.57,591.89,855.13,748.57,612.9
1105,605.56,558.68,813.89,715.59,584.16
1106,587.94,540.61,790.64,689.18,568.37
1107,575.94,537.31,791.62,665.2,565.34
1108,588.49,533.21,792.92,678.28,585.25
1109,616.0,570.29,839.02,713.36,613.17
1110,673.63,630.54,939.64,793.96,658.22
1111,724.09,680.45,1031.24,874.04,718.99
1112,754.11,716.03,1078.64,923.5,751.3
1113,761.18,707.32,1083.62,947.42,770.6
1114,767.67,705.65,1081.54,962.04,779.5
1115,785.78,718.43,1071.09,978.41,788.0
1116,789.5,735.01,1092.94,980.17,798.06
1117,786.71,719.03,1085.02,968.74,780.93
1118,789.87,708.48,1091.29,970.55,797.27
1119,797.76,717.68,1108.11,982.45,807.22
1120,819.17,742.16,1161.59,1007.68,832.03
1121,854.0,772.1,1210.67,1050.12,874.83
1122,892.41,794.7,1260.87,1069.56,914.6
1123,872.82,807.07,1234.6,1062.09,884.75
1124,848.39,765.2,1200.44,1017.5,834.27
1125,794.16,704.17,1118.07,935.05,789.28
1126,725.48,648.83,1015.68,853.68,724.54
1127,660.35,606.85,924.3,767.55,661.06
1128,573.7,539.01,788.0,664.81,587.68
1129,547.04,513.8,741.11,629.06,558.95
1130,528.59,493.75,721.67,625.93,535.51
1131,529.3,488.26,709.33,610.18,532.45
1132,531.35,514.27,719.26,608.33,533.8
1133,544.2,545.93,755.17,645.51,552.57
1134,594.32,608.53,822.38,719.72,611.57
1135,633.5,651.26,910.6,788.25,679.34
1136,661.88,675.63,933.99,820.68,718.92
1137,686.55,685.22,944.88,844.13,726.85
1138,700.66,707.68,949.29,864.09,741.22
1139,697.03,712.26,968.31,869.28,747.46
1140,692.2,712.03,972.98,873.85,755.35
1141,703.18,701.37,958.77,871.61,730.89
1142,707.18,677.66,955.27,863.18,723.46
1143,715.12,695.75,980.52,876.89,736.83
1144,746.34,700.23,1028.81,904.3,752.67
1145,805.0,729.62,1077.38,942.09,790.56
1146,845.79,742.83,1106.44,962.44,812.12
