hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
29,215.7827,84.6152,165.0056,126.9427,220.0075,80.3904,296.1731,198.8437,143.8418,59.2267,380.7883,105.779,45.4197,253.8456,190.3941,76.1656,59.2267,42.3275,29.6133,262.335,71.9408,101.5542,181.9446,249.6208,60.6887,155.6483,87.0567,81.788,67.1005,49.1743,91.9525,91.9525,14.3368,12.7438,42.214,22.3017,27.0807,15.9298,69.2946,13.5403,13.5403,14.3368,18.3193,90.0033,50.1789,66.9051,9.5579,9.5579,220.6277,62.1262,61.3297,31.0631,22.3017,84.3064,86.8612,60.0364,54.1613,48.5859,56.5508,31.0631,103.5437,106.4681,39.4326,21.688,47.3192,41.4043,94.6383,153.7873,194.4492,35.8983,89.7458,125.6441,113.678,18.1275,41.089,110.6865,65.8136,14.9576,68.8051,113.678,92.7373,128.6356,82.6485,5.9831,23.9322,116.6695,74.7882,16.4548,45.2554,41.1466,39.8805
30,223.381,87.5947,170.8159,131.4127,227.7545,83.2212,306.6021,205.8455,148.9069,61.3122,394.1968,109.5037,47.019,262.7841,197.0984,78.8476,61.3122,43.818,30.6561,271.5725,74.4741,105.1302,188.3513,258.4106,62.8257,161.129,90.1221,84.668,69.4633,50.9058,95.1904,95.1904,15.057,13.384,44.3346,23.4221,28.4411,16.73,72.7757,14.2205,14.2205,15.057,19.2395,94.5247,52.6996,70.2662,10.038,10.038,231.7111,65.2472,64.4107,32.6236,23.4221,88.5416,91.2247,63.0524,56.8821,51.0266,59.3916,32.6236,108.7453,111.8166,41.4136,22.7775,49.6963,43.4843,99.3926,161.5129,209.2735,38.6351,96.5878,135.2229,122.3445,19.5095,44.2216,119.1249,70.831,16.098,74.0506,122.3445,99.8074,138.4425,88.9495,6.4392,25.7567,125.5641,80.4898,17.7092,48.7056,44.2835,42.9209
31,237.3456,93.0707,181.4944,139.6279,241.9925,88.4237,325.7693,218.7139,158.2158,65.1451,418.84,116.3493,49.9584,279.212,209.42,83.7768,65.1451,46.5573,32.5725,288.5498,79.1298,111.7023,200.1261,274.5651,66.7532,171.202,95.7561,89.961,73.8057,54.0882,101.1412,101.1412,16.5431,14.705,48.7103,25.7337,31.2481,18.3813,79.9584,15.6241,15.6241,16.5431,21.1384,103.8541,57.9009,77.2012,11.0287,11.0287,254.5803,71.6869,70.7678,35.8434,25.7337,97.2804,100.2283,69.2755,62.4963,56.0628,65.2534,35.8434,119.4781,122.8526,45.501,25.0255,54.6012,47.776,109.2023,177.4538,219.9123,40.5992,101.498,142.0972,128.5641,20.5013,46.4697,125.1809,74.4319,16.9163,77.8151,128.5641,104.8813,145.4805,93.4714,6.7665,27.0661,131.9474,84.5817,18.6095,51.1816,46.5347,45.1029
32,250.5526,98.2495,191.5936,147.3975,255.4581,93.344,343.8966,230.8841,167.0196,68.7701,442.1461,122.8235,52.7383,294.7486,221.073,88.4385,68.7701,49.1479,34.385,304.606,83.5329,117.918,211.262,289.8431,70.4676,180.7284,101.0844,94.9668,77.9126,57.0979,106.7691,106.7691,18.2499,16.2222,53.7359,28.3888,34.4721,20.2777,88.2081,17.2361,17.2361,18.2499,23.3194,114.5691,63.8748,85.1664,12.1666,12.1666,280.8463,79.0831,78.0692,39.5415,28.3888,107.3172,110.5693,76.4229,68.9442,61.847,71.9859,39.5415,131.8051,135.5278,50.1955,27.6075,60.2346,52.7053,120.4692,195.7624,232.2774,42.882,107.205,150.087,135.793,21.6541,49.0825,132.2195,78.617,17.8675,82.1905,135.793,110.7785,153.6605,98.727,7.147,28.588,139.3664,89.3375,19.6559,54.0594,49.1512,47.6389
33,259.7884,101.8712,198.6561,152.8308,264.8748,96.7849,356.5733,239.395,173.1763,71.3051,458.4445,127.351,54.6824,305.6137,229.2222,91.6985,71.3051,50.9596,35.6525,315.8344,86.6121,122.2647,219.0495,300.5273,73.0652,187.3904,104.8106,98.4675,80.7846,59.2026,110.7049,110.7049,19.4815,17.3169,57.3623,30.3046,36.7985,21.6462,94.1608,18.3992,18.3992,19.4815,24.8931,122.3008,68.1854,90.9139,12.9877,12.9877,299.7994,84.42,83.3377,42.21,30.3046,114.5596,118.0311,81.5803,73.597,66.0208,76.8439,42.21,140.7001,144.674,53.583,29.4706,64.2995,56.2621,128.5991,208.9735,242.2722,44.7272,111.8179,156.5451,141.636,22.5858,51.1945,137.9088,81.9998,18.6363,85.7271,141.636,115.5452,160.2724,102.9752,7.4545,29.8181,145.3633,93.1816,20.5016,56.3856,51.2662,49.6888
34,263.7193,103.4126,201.6619,155.1433,268.8826,98.2493,361.9685,243.0172,175.7966,72.384,465.3812,129.278,55.5098,310.2379,232.6906,93.086,72.384,51.7307,36.192,320.6132,87.9226,124.1146,222.3639,305.0746,74.1708,190.2258,106.3965,99.9574,82.007,60.0984,112.3799,112.3799,19.5757,17.4007,57.6397,30.4511,36.9764,21.7508,94.6161,18.4882,18.4882,19.5757,25.0134,122.8921,68.5151,91.3534,13.0505,13.0505,301.2488,84.8282,83.7406,42.4141,30.4511,115.1134,118.6017,81.9747,73.9528,66.34,77.2154,42.4141,141.3803,145.3734,53.842,29.6131,64.6104,56.5341,129.2208,209.9838,247.2184,45.6403,114.1008,159.7411,144.5276,23.0469,52.2397,140.7243,83.6739,19.0168,87.4773,144.5276,117.9041,163.5445,105.0775,7.6067,30.4269,148.331,95.084,20.9202,57.5367,52.3128,50.7032
35,265.2092,103.9969,202.8013,156.0198,270.4017,98.8044,364.0136,244.3902,176.7898,72.7929,468.0105,130.0084,55.8234,311.9907,234.0052,93.6119,72.7929,52.0229,36.3965,322.4246,88.4194,124.8159,223.6202,306.7982,74.5898,191.3006,106.9976,100.5221,82.4703,60.438,113.0149,113.0149,19.3333,17.1852,56.926,30.0741,36.5185,21.4815,93.4445,18.2593,18.2593,19.3333,24.7037,121.3704,67.6667,90.2223,12.8889,12.8889,297.5187,83.7778,82.7037,41.8889,30.0741,113.6881,117.1332,80.9597,73.0371,65.5185,76.2593,41.8889,139.6297,143.5734,53.1753,29.2464,63.8104,55.8341,127.6208,207.3837,250.3335,46.2154,115.5385,161.754,146.3488,23.3373,52.898,142.4975,84.7283,19.2564,88.5795,146.3488,119.3898,165.6052,106.4016,7.7026,30.8103,150.2001,96.2821,21.1838,58.2617,52.972,51.3421
36,261.9086,102.7026,200.2774,154.0781,267.0365,97.5748,359.4834,241.3488,174.5896,71.887,462.186,128.3904,55.1287,308.1079,231.093,92.4469,71.887,51.3755,35.9435,318.412,87.319,123.2625,220.8373,302.98,73.6615,188.9198,105.666,99.2711,81.444,59.6858,111.6084,111.6084,18.6727,16.5979,54.9806,29.0464,35.2706,20.7474,90.2512,17.6353,17.6353,18.6727,23.8595,117.2229,65.3543,87.1391,12.4484,12.4484,287.3516,80.9149,79.8775,40.4575,29.0464,109.803,113.1304,78.1931,70.5412,63.2796,73.6533,40.4575,134.8582,138.6671,51.3582,28.247,61.6298,53.9261,123.2596,200.2969,243.8946,45.0267,112.5667,157.5934,142.5845,22.7371,51.5373,138.8323,82.5489,18.7611,86.3012,142.5845,116.319,161.3457,103.6648,7.5044,30.0178,146.3368,93.8056,20.6389,56.7632,51.6095,50.0215
37,258.2547,101.2698,197.4833,151.9286,263.311,96.2135,354.4682,237.9817,172.1539,70.8841,455.738,126.5992,54.3596,303.8094,227.869,91.1571,70.8841,50.6588,35.442,313.9698,86.1008,121.5428,217.7563,298.7531,72.6339,186.2841,104.1918,97.8862,80.3077,58.8531,110.0513,110.0513,18.127,16.1129,53.3739,28.1975,34.2399,20.1411,87.6137,17.1199,17.1199,18.127,23.1623,113.7972,63.4444,84.5926,12.0847,12.0847,278.9541,78.5503,77.5432,39.2751,28.1975,106.5942,109.8243,75.908,68.4797,61.4303,71.5009,39.2751,130.9171,134.6147,49.8573,27.4215,59.8287,52.3502,119.6575,194.4434,238.8451,44.0945,110.2362,154.3307,139.6325,22.2663,50.4703,135.958,80.8399,18.3727,84.5144,139.6325,113.9107,158.0052,101.5186,7.3491,29.3963,143.3071,91.8635,20.2116,55.588,50.541,48.9859
38,256.3695,100.5305,196.0417,150.8195,261.3889,95.5111,351.8806,236.2444,170.8972,70.3666,452.4111,125.675,53.9627,301.5916,226.2055,90.4917,70.3666,50.289,35.1833,311.6778,85.4723,120.6556,216.1667,296.5722,72.1036,184.9243,103.4312,97.1716,79.7215,58.4235,109.2479,109.2479,17.7093,15.7416,52.1441,27.5478,33.451,19.677,85.5951,16.7255,16.7255,17.7093,22.6286,111.1752,61.9827,82.6435,11.8062,11.8062,272.5269,76.7404,75.7566,38.3702,27.5478,104.1382,107.2939,74.159,66.9019,60.015,69.8535,38.3702,127.9007,131.5131,48.7086,26.7897,58.4503,51.144,116.9005,189.9634,243.3446,44.9251,112.3129,157.238,142.263,22.6858,51.4211,138.5192,82.3628,18.7188,86.1065,142.263,116.0566,160.9818,103.431,7.4875,29.9501,146.0067,93.5941,20.5924,56.6351,51.4931,49.9087
39,258.6095,101.4089,197.7546,152.1373,263.6728,96.3457,354.9552,238.3087,172.3904,70.9815,456.3642,126.7731,54.4342,304.2269,228.1821,91.2824,70.9815,50.7284,35.4907,314.4012,86.2191,121.7098,218.0555,299.1636,72.7337,186.5401,104.335,98.0207,80.4181,58.934,110.2025,110.2025,17.918,15.9272,52.7587,27.8725,33.8452,19.9089,86.6039,16.9226,16.9226,17.918,22.8953,112.4855,62.7132,83.6176,11.9454,11.9454,275.7388,77.6449,76.6494,38.8224,27.8725,105.3655,108.5584,75.033,67.6904,60.7223,70.6767,38.8224,129.4081,133.0631,49.2826,27.1054,59.1392,51.7468,118.2783,192.2022,265.6616,49.0452,122.6131,171.6583,155.3099,24.7663,56.1369,151.2228,89.9162,20.4355,94.0033,155.3099,126.7002,175.7454,112.9166,8.1742,32.6968,159.397,102.1775,22.4809,61.8291,56.2155,54.4859
40,284.2343,111.4572,217.3494,167.2121,289.7992,105.8922,390.1265,261.9218,189.472,78.0148,501.5837,139.3346,59.8279,334.3716,250.7918,100.3272,78.0148,55.7549,39.0074,345.5541,94.7622,133.7696,239.6619,328.8066,79.9406,205.0237,114.6732,107.7332,88.3864,64.7735,121.1221,121.1221,19.9955,17.7738,58.8756,31.1041,37.7693,22.2172,96.6449,18.8846,18.8846,19.9955,25.5498,125.5272,69.9842,93.3123,13.3303,13.3303,307.7084,86.6471,85.5363,43.3236,31.1041,117.5818,121.1449,83.7325,75.5385,67.7625,78.8711,43.3236,144.4119,148.4906,54.9965,30.2481,65.9958,57.7464,131.9917,214.4864,262.0345,48.3756,120.939,169.3146,153.1894,24.4282,55.3705,149.1581,88.6886,20.1565,92.7199,153.1894,124.9703,173.3459,111.375,8.0626,32.2504,157.2207,100.7825,22.174,60.985,55.448,53.7419
41,310.6676,121.8225,237.5626,182.7625,316.7501,115.74,426.4076,286.2801,207.0926,85.27,548.2302,152.2925,65.3918,365.4676,274.1151,109.6575,85.27,60.94,42.635,377.6901,103.575,146.21,261.95,359.3851,87.3749,224.0906,125.3376,117.7522,96.6062,70.7974,132.3863,132.3863,21.7409,19.3252,64.0149,33.8192,41.0661,24.1566,105.081,20.5331,20.5331,21.7409,27.78,136.4846,76.0932,101.4575,14.4939,14.4939,334.5683,94.2106,93.0027,47.1053,33.8192,127.8455,131.7196,91.0415,82.1323,73.6775,85.7558,47.1053,157.0176,161.4524,59.7972,32.8884,71.7566,62.787,143.5132,233.209,271.4715,50.1178,125.2945,175.4124,158.7064,25.3079,57.3646,154.5299,91.8827,20.8824,96.0591,158.7064,129.471,179.5888,115.3861,8.353,33.4119,162.8829,104.4121,22.9726,63.1813,57.4449,55.6774
42,313.8161,123.0572,239.9702,184.6147,319.9602,116.913,430.7291,289.1815,209.1914,86.1342,553.7863,153.836,66.0546,369.1715,276.8931,110.7688,86.1342,61.5576,43.0671,381.5178,104.6247,147.6918,264.6048,363.0274,88.2604,226.3617,126.6078,118.9456,97.5853,71.5149,133.7279,133.7279,22.0318,19.5838,64.8713,34.2716,41.6155,24.4797,106.4868,20.8078,20.8078,22.0318,28.1517,138.3105,77.1111,102.8149,14.6878,14.6878,339.0442,95.4709,94.247,47.7355,34.2716,129.5558,133.4818,92.2595,83.2311,74.6632,86.903,47.7355,159.1182,163.6123,60.5972,33.3284,72.7166,63.627,145.4332,236.3289,263.226,48.5956,121.4889,170.0845,153.8859,24.5392,55.6223,149.8363,89.0919,20.2481,93.1415,153.8859,125.5385,174.1341,111.8814,8.0993,32.397,157.9356,101.2408,22.2748,61.2623,55.7001,53.9863
43,311.0632,121.9777,237.8651,182.9953,317.1535,115.8874,426.9506,286.6447,207.3563,85.3786,548.9283,152.4865,65.4751,365.9331,274.4642,109.7972,85.3786,61.0176,42.6893,378.171,103.7069,146.3962,262.2836,359.8428,87.4862,224.376,125.4972,117.9022,96.7292,70.8875,132.5548,132.5548,21.8222,19.3975,64.2543,33.9457,41.2198,24.2469,105.4741,20.6099,20.6099,21.8222,27.884,136.9951,76.3778,101.8371,14.5482,14.5482,335.8199,94.563,93.3507,47.2815,33.9457,128.3238,132.2124,91.3821,82.4395,73.9531,86.0766,47.2815,157.605,162.0564,60.0209,33.0115,72.025,63.0219,144.0501,234.0814,244.6535,45.1668,112.917,158.0838,143.0282,22.8078,51.6977,139.2643,82.8058,18.8195,86.5697,143.0282,116.6809,161.8477,103.9874,7.5278,30.1112,146.7921,94.0975,20.7032,56.9398,51.7701,50.1772
44,301.5277,118.2385,230.5735,177.3856,307.4313,112.335,413.8626,277.8577,200.9999,82.7614,532.1012,147.8121,63.468,354.7155,266.0506,106.4314,82.7614,59.1471,41.3807,366.5784,100.5278,141.9085,254.2434,348.812,84.8044,217.4978,121.6501,114.2879,93.764,68.7145,128.4914,128.4914,20.9857,18.654,61.7913,32.6444,39.6397,23.3175,101.4309,19.8198,19.8198,20.9857,26.8151,131.7436,73.45,97.9333,13.9905,13.9905,322.9467,90.9381,89.7722,45.469,32.6444,123.4047,127.1442,87.8791,79.2793,71.1182,82.777,45.469,151.5635,155.8442,57.7201,31.746,69.2641,60.6061,138.5282,225.1082,222.3195,41.0436,102.609,143.6526,129.9714,20.7257,46.9783,126.5511,75.2466,17.1015,78.6669,129.9714,106.0293,147.0729,94.4945,6.8406,27.3624,133.3917,85.5075,18.8132,51.7419,47.0441,45.5966
45,289.1706,113.3929,221.1242,170.116,294.8322,107.7313,396.9018,266.4706,192.7626,79.3697,510.2947,141.7545,60.867,340.1787,255.1474,102.0696,79.3697,56.7232,39.6848,351.5554,96.408,136.0928,243.8241,334.517,81.3289,208.5844,116.6647,109.6042,89.9214,65.8985,123.2256,123.2256,19.9742,17.7549,58.813,31.071,37.7291,22.1936,96.5422,18.8646,18.8646,19.9742,25.5226,125.3939,69.9098,93.2131,13.3162,13.3162,307.3814,86.555,85.4454,43.2775,31.071,117.4568,121.0161,83.6435,75.4582,67.6905,78.7873,43.2775,144.2584,148.3328,54.9381,30.2159,65.9257,57.685,131.8514,214.2585,209.3059,38.6411,96.6027,135.2438,122.3634,19.5125,44.2284,119.1433,70.842,16.1004,74.0621,122.3634,99.8228,138.4639,88.9632,6.4402,25.7607,125.5835,80.5023,17.712,48.7131,44.2903,42.9276
46,262.6645,102.999,200.8554,154.5228,267.8072,97.8564,360.5209,242.0453,175.0935,72.0945,463.5199,128.7609,55.2878,308.9971,231.7599,92.7137,72.0945,51.5238,36.0472,319.331,87.571,123.6182,221.4746,303.8544,73.8741,189.465,105.9709,99.5576,81.679,59.8581,111.9305,111.9305,18.1609,16.1431,53.4739,28.2503,34.304,20.1788,87.7778,17.152,17.152,18.1609,23.2056,114.0103,63.5633,84.751,12.1073,12.1073,279.4765,78.6974,77.6884,39.3487,28.2503,106.7938,110.03,76.0501,68.608,61.5454,71.6348,39.3487,131.1623,134.8668,49.9507,27.4729,59.9408,52.4482,119.8816,194.8076,194.8753,35.977,89.9424,125.9194,113.9271,18.1672,41.1791,110.929,65.9578,14.9904,68.9559,113.9271,92.9405,128.9175,82.8296,5.9962,23.9846,116.9252,74.952,16.4908,45.3546,41.2367,39.9679
47,236.5735,92.7679,180.904,139.1737,241.2053,88.1361,324.7096,218.0025,157.7011,64.9332,417.4775,115.9708,49.7959,278.3038,208.7388,83.5042,64.9332,46.4058,32.4666,287.6112,78.8724,111.339,199.4751,273.6719,66.5361,170.6451,95.4446,89.6684,73.5657,53.9122,100.8122,100.8122,16.0579,14.2737,47.2815,24.9789,30.3315,17.8421,77.613,15.1658,15.1658,16.0579,20.5184,100.8077,56.2025,74.9367,10.7052,10.7052,247.1128,69.5841,68.692,34.792,24.9789,94.4269,97.2883,67.2434,60.6631,54.4183,63.3394,34.792,115.9735,119.249,44.1663,24.2915,52.9996,46.3746,105.9991,172.2486,183.1171,33.8062,84.5156,118.3218,107.0531,17.0711,38.6945,104.2359,61.9781,14.0859,64.7953,107.0531,87.3328,121.139,77.832,5.6344,22.5375,109.8703,70.4297,15.4958,42.618,38.7486,37.5564
48,232.1219,91.0223,177.4999,136.5549,236.6665,86.4776,318.5995,213.9003,154.7336,63.7113,409.6218,113.7886,48.8589,273.0669,204.8109,81.9329,63.7113,45.5326,31.8557,282.1991,77.3882,109.2439,195.7215,268.5222,65.284,167.434,93.6486,87.9811,72.1814,52.8978,98.9152,98.9152,15.4751,13.7557,45.5656,24.0724,29.2308,17.1946,74.7964,14.6154,14.6154,15.4751,19.7738,97.1494,54.1629,72.2172,10.3167,10.3167,238.1449,67.0589,66.1991,33.5294,24.0724,91.0001,93.7577,64.8031,58.4616,52.4435,61.0408,33.5294,111.7648,114.9214,42.5635,23.4099,51.0762,44.6917,102.1524,165.9976,189.3961,34.9654,87.4136,122.379,110.7239,17.6564,40.0213,107.8101,64.1033,14.5689,67.0171,110.7239,90.3274,125.2928,80.5008,5.8276,23.3103,113.6376,72.8446,16.0271,44.0794,40.0773,38.8442
49,229.1099,89.8412,175.1967,134.783,233.5956,85.3555,314.4654,211.1247,152.7258,62.8846,404.3066,112.3121,48.2249,269.5236,202.1533,80.8698,62.8846,44.9418,31.4423,278.5374,76.3841,107.8264,193.1819,265.0379,64.4369,165.2614,92.4335,86.8394,71.2447,52.2114,97.6317,97.6317,14.5692,12.9504,42.8981,22.6631,27.5195,16.188,70.4176,13.7598,13.7598,14.5692,18.6162,91.462,50.9921,67.9894,9.7128,9.7128,224.2032,63.133,62.3236,31.5665,22.6631,85.6727,88.2689,61.0094,55.0391,49.3733,57.4673,31.5665,105.2217,108.1936,40.0717,22.0394,48.086,42.0753,96.1721,156.2796,173.8114,32.0883,80.2207,112.3089,101.6128,16.2036,36.7281,98.9388,58.8285,13.3701,61.5025,101.6128,82.8947,114.983,73.8767,5.348,21.3922,104.2869,66.8506,14.7083,40.4523,36.7795,35.6478
50,234.2076,91.8402,179.0948,137.7819,238.7931,87.2546,321.4622,215.8222,156.1239,64.2838,413.3024,114.811,49.2979,275.5205,206.6512,82.6691,64.2838,45.9417,32.1419,284.7348,78.0836,110.2255,197.4801,270.935,65.8706,168.9385,94.4901,88.7716,72.8299,53.3731,99.804,99.804,15.2545,13.5595,44.9159,23.7291,28.814,16.9494,73.7298,14.407,14.407,15.2545,19.4918,95.7641,53.3906,71.1874,10.1696,10.1696,234.749,66.1026,65.2552,33.0513,23.7291,89.7025,92.4208,63.879,57.6279,51.6956,60.1703,33.0513,110.171,113.2827,41.9565,23.0761,50.3479,44.0544,100.6957,163.6305,181.5608,33.5189,83.7973,117.3162,106.1433,16.926,38.3656,103.35,61.4514,13.9662,64.2446,106.1433,86.5906,120.1095,77.1705,5.5865,22.3459,108.9365,69.8311,15.3641,42.2558,38.4193,37.2372
51,251.4822,98.6141,192.3044,147.9443,256.4059,93.6903,345.1725,231.7408,167.6393,69.0252,443.7866,123.2792,52.934,295.8422,221.8933,88.7666,69.0252,49.3303,34.5126,305.7361,83.8429,118.3555,212.0458,290.9185,70.7291,181.399,101.4595,95.3192,78.2017,57.3097,107.1653,107.1653,16.8108,14.943,49.4985,26.1502,31.7538,18.6787,81.2523,15.8769,15.8769,16.8108,21.4805,105.5346,58.8379,78.4505,11.2072,11.2072,258.6998,72.8469,71.913,36.4234,26.1502,98.8546,101.8502,70.3964,63.5075,56.97,66.3093,36.4234,121.4115,124.8406,46.2373,25.4305,55.4847,48.5491,110.9694,180.3253,201.359,37.174,92.9349,130.1089,117.7176,18.7717,42.5492,114.6198,68.1523,15.4892,71.2501,117.7176,96.0328,133.2068,85.5855,6.1957,24.7826,120.8154,77.4458,17.0395,46.8636,42.6087,41.2977
52,280.9286,110.1609,214.8216,165.2674,286.4288,104.6607,385.5893,258.8756,187.2684,77.1075,495.7502,137.7142,59.1321,330.4828,247.8751,99.1604,77.1075,55.1064,38.5537,341.5353,93.6601,132.2139,236.8746,324.9826,79.0109,202.6393,113.3395,106.4802,87.3585,64.0202,119.7134,119.7134,19.7023,17.5132,58.0124,30.648,37.2155,21.8915,95.2279,18.6077,18.6077,19.7023,25.1752,123.6868,68.9581,91.9441,13.1349,13.1349,303.1968,85.3767,84.2821,42.6884,30.648,115.8578,119.3686,82.5048,74.431,66.769,77.7147,42.6884,142.2945,146.3134,54.1902,29.8046,65.0282,56.8997,130.0564,211.3416,244.7973,45.1933,112.9834,158.1768,143.1123,22.8212,51.7281,139.3462,82.8545,18.8306,86.6206,143.1123,116.7495,161.9429,104.0485,7.5322,30.1289,146.8784,94.1528,20.7153,56.9733,51.8005,50.2067
53,294.3887,115.4391,225.1144,173.1858,300.1525,109.6753,404.064,271.2791,196.241,80.8019,519.5031,144.3125,61.9653,346.3173,259.7515,103.9115,80.8019,57.7467,40.401,357.8992,98.1477,138.5486,248.2239,340.5535,82.7965,212.3483,118.7699,111.582,91.5441,67.0876,125.4493,125.4493,21.3761,19.001,62.9406,33.2517,40.377,23.7512,103.3177,20.1885,20.1885,21.3761,27.3139,134.1942,74.8162,99.755,14.2507,14.2507,328.954,92.6296,91.4421,46.3148,33.2517,125.7001,129.5092,89.5137,80.754,72.4411,84.3167,46.3148,154.3827,158.7431,58.7937,32.3365,70.5525,61.7334,141.105,229.2955,283.5728,52.3519,130.8798,183.2317,165.781,26.4361,59.9217,161.4184,95.9785,21.8133,100.3411,165.781,135.2424,187.5943,120.5296,8.7253,34.9013,170.1437,109.0665,23.9966,65.9977,60.0056,58.1593
54,300.9893,118.0274,230.1617,177.0689,306.8823,112.1344,413.1236,277.3616,200.641,82.6136,531.151,147.5481,63.3547,354.0821,265.5755,106.2413,82.6136,59.0415,41.3068,365.9238,100.3483,141.6551,253.7894,348.1891,84.6529,217.1094,121.4329,114.0838,93.5966,68.5918,128.262,128.262,22.7937,20.2611,67.1149,35.4569,43.0548,25.3264,110.1697,21.5274,21.5274,22.7937,29.1253,143.0939,79.778,106.3707,15.1958,15.1958,350.7701,98.7728,97.5065,49.3864,35.4569,134.0365,138.0983,95.4503,86.1096,77.2454,89.9086,49.3864,164.6214,169.2709,62.6929,34.4811,75.2315,65.8276,150.463,244.5024,280.4493,51.7752,129.4381,181.2134,163.955,26.1449,59.2617,159.6404,94.9213,21.573,99.2359,163.955,133.7527,185.528,119.202,8.6292,34.5168,168.2696,107.8651,23.7323,65.2708,59.3447,57.5187
55,314.9143,123.4878,240.81,185.2608,321.08,117.3222,432.2365,290.1935,209.9235,86.4357,555.7243,154.3743,66.2857,370.4635,277.8621,111.1565,86.4357,61.773,43.2178,382.853,104.9908,148.2087,265.5308,364.2978,88.5693,227.1538,127.0509,119.3618,97.9268,71.7652,134.1959,134.1959,22.8413,20.3034,67.2549,35.5309,43.1447,25.3792,110.3996,21.5723,21.5723,22.8413,29.1861,143.3926,79.9446,106.5927,15.2275,15.2275,351.5022,98.979,97.71,49.4895,35.5309,134.3163,138.3865,95.6495,86.2894,77.4066,90.0962,49.4895,164.965,169.6242,62.8238,34.5531,75.3885,65.965,150.7771,245.0127,276.05,50.9631,127.4077,178.3708,161.3831,25.7348,58.3321,157.1362,93.4323,21.2346,97.6793,161.3831,131.6546,182.6177,117.3321,8.4938,33.9754,165.63,106.1731,23.36,64.2469,58.4138,56.6165
56,322.7533,126.5617,246.8043,189.8724,329.0724,120.2426,442.9959,297.4171,215.149,88.5873,569.5576,158.2171,67.9357,379.6852,284.7788,113.9234,88.5873,63.3107,44.2936,392.3831,107.6043,151.8979,272.1405,373.3661,90.774,232.8082,130.2135,122.333,100.3644,73.5516,137.5364,137.5364,22.2614,19.7879,65.5475,34.6289,42.0493,24.7349,107.5968,21.0247,21.0247,22.2614,28.4451,139.7522,77.9149,103.8866,14.8409,14.8409,342.5783,96.4661,95.2294,48.233,34.6289,130.9063,134.8732,93.2212,84.0986,75.4414,87.8089,48.233,160.7768,165.3178,61.2288,33.6758,73.4746,64.2902,146.9491,238.7923,280.6725,51.8164,129.5411,181.3576,164.0854,26.1657,59.3089,159.7674,94.9968,21.5902,99.3149,164.0854,133.8592,185.6756,119.2968,8.6361,34.5443,168.4035,107.951,23.7512,65.3227,59.3919,57.5645
57,327.3735,128.3734,250.3373,192.5904,333.783,121.9639,449.3373,301.6746,218.2288,89.8554,577.7107,160.4819,68.9082,385.1203,288.8554,115.5542,89.8554,64.217,44.9277,398.0,109.1446,154.0723,276.0362,378.7107,92.0734,236.1408,132.0775,124.0842,101.8011,74.6044,139.5052,139.5052,21.7277,19.3135,63.9759,33.7986,41.0412,24.1419,105.0171,20.5206,20.5206,21.7277,27.7631,136.4015,76.0468,101.3958,14.4851,14.4851,334.3647,94.1532,92.9461,47.0766,33.7986,127.7677,131.6395,90.9861,82.0823,73.6327,85.7036,47.0766,156.9221,161.3541,59.7608,32.8684,71.7129,62.7488,143.4259,233.0671,283.6688,52.3696,130.9241,183.2937,165.8372,26.445,59.942,161.473,96.011,21.8207,100.3751,165.8372,135.2882,187.6578,120.5704,8.7283,34.9131,170.2013,109.1034,24.0047,66.0201,60.026,58.179
58,327.4181,128.391,250.3714,192.6167,333.8286,121.9805,449.3986,301.7157,218.2586,89.8676,577.7896,160.5038,68.9176,385.1729,288.8948,115.57,89.8676,64.2257,44.9338,398.0543,109.1595,154.0933,276.0738,378.7624,92.086,236.1731,132.0955,124.1012,101.815,74.6146,139.5242,139.5242,21.2281,18.8694,62.505,33.0215,40.0976,23.5868,102.6026,20.0488,20.0488,21.2281,27.1248,133.2654,74.2984,99.0646,14.1521,14.1521,326.6772,91.9885,90.8092,45.9943,33.0215,124.8301,128.6129,88.8942,80.1951,71.9397,83.7331,45.9943,153.3142,157.6444,58.3868,32.1127,70.0642,61.3061,140.1283,227.7085,284.6193,52.5451,131.3628,183.9079,166.3928,26.5336,60.1429,162.0141,96.3327,21.8938,100.7115,166.3928,135.7415,188.2866,120.9744,8.7575,35.0301,170.7716,109.469,24.0852,66.2413,60.2271,58.374
