hour,Region_R1,Region_R2,Region_R3
709,5264.112,2357.1347,1959.6991
710,5178.4402,2499.839,2044.1076
711,5091.8327,2744.8823,2278.1596
712,5218.8311,2768.6313,2301.7035
713,5837.7634,2806.4787,2357.6071
714,5923.2829,2747.5779,2290.5608
715,5867.0394,2656.059,2162.9865
716,5861.6668,2474.5036,2006.0032
717,5788.5118,2278.7894,1823.2878
718,5567.2578,2116.9313,1672.6873
719,5175.8278,1987.736,1570.7829
720,4496.802,1931.524,1532.1809
721,4190.3766,1904.8704,1459.6745
722,4095.2467,1980.6689,1416.4464
723,4077.7562,2180.5598,1403.477
724,4124.8516,2453.5104,1447.4194
725,4378.8966,2658.5726,1618.1378
726,5077.0948,2791.2015,1950.4827
727,5565.5848,2898.7539,2142.43
728,5597.622,2911.1461,2206.7547
729,5662.246,2864.7216,2238.034
730,5720.4993,2810.4975,2248.1964
731,5787.6342,2774.8905,2252.8147
732,5873.2766,2715.945,2239.9727
733,6097.7002,2667.8275,2208.8085
734,5979.2425,2768.5681,2168.4015
735,5894.1739,3107.9613,2120.5459
736,5914.5146,3097.0096,2227.598
737,6599.8834,3074.2974,2589.8749
738,6748.8549,3008.2679,2642.0745
739,6663.1675,2836.179,2581.6693
740,6491.5191,2572.5213,2489.09
741,6171.3407,2334.9251,2298.1572
742,5691.6075,2177.6409,2024.512
743,5243.6137,2065.2934,1822.4024
744,4840.7314,2170.1765,1588.3193
745,4618.8015,2062.803,1473.5402
746,4731.0064,2189.9973,1600.0146
747,5053.6317,2456.8623,1857.6127
748,5588.7704,2920.9162,2233.5688
749,5896.573,3273.4225,2324.5778
750,6221.9925,3261.6067,2276.3717
751,6487.9407,3153.3084,2226.2345
752,6436.2051,3159.4939,2185.9441
753,6356.8,3140.9268,2126.4056
754,6304.8843,3068.0197,2060.4018
755,6218.1712,3016.8029,2014.5549
756,6134.5248,2940.7333,1995.2617
757,6075.36,2909.6609,1992.4484
758,6212.2005,3015.1229,2174.8388
759,6708.349,3452.6969,2799.015
760,6629.8571,3615.8192,2764.3184
761,6456.1625,3198.8423,2432.8956
762,6420.677,3020.4758,2289.0015
763,6155.1702,2872.8923,2109.2206
764,5796.4049,2622.8908,1863.3552
765,5420.092,2355.7074,1631.1937
766,5090.7776,2148.9679,1497.0996
767,4916.6796,2103.705,1550.0578
768,5000.8998,2072.5141,1724.052
769,4808.7306,2139.0883,1616.7138
770,4627.9895,2174.6374,1598.2857
771,4603.449,2425.8004,1659.592
772,4664.8954,2815.0674,1841.9606
773,5049.6043,3048.0659,2185.8966
774,5816.1813,3073.7422,2365.1652
775,6332.9475,3016.795,2390.2871
776,6469.8504,2985.8673,2386.6833
777,6529.0862,3027.7887,2335.443
778,6510.8419,3003.115,2304.3706
779,6429.1516,2942.4974,2259.4261
780,6325.0121,2868.0025,2226.3776
781,6316.8619,2777.9635,2185.1116
782,6232.0375,2768.5102,2158.4444
783,6128.7903,3036.6394,2181.2295
784,6237.1988,3128.0321,2454.3133
785,6919.4005,3103.6109,2576.6109
786,7216.0797,3096.6454,2604.6161
787,7190.4304,2944.7036,2521.2422
788,7107.3959,2660.8145,2342.493
789,6826.0207,2426.3808,2087.5091
790,6237.1961,2242.7272,1843.3274
791,5693.4467,2162.9794,1703.4917
792,4353.9683,1801.0751,1646.1709
793,4207.8012,1794.6001,1582.6228
794,4219.2259,1817.9728,1617.4934
795,4363.6964,1906.6871,1734.0884
796,4613.5538,2094.9832,1940.6842
797,4876.4007,2307.8872,2134.3509
798,5326.6942,2578.02,2217.9518
799,5705.6635,2641.6264,2252.8178
800,5768.0543,2643.0563,2305.1378
801,5818.2163,2641.4922,2356.5537
802,5757.0106,2652.2702,2371.3002
803,5698.8611,2621.2004,2360.3612
804,5636.5759,2587.0128,2365.8991
805,5588.5206,2543.5272,2362.2564
806,5665.0461,2549.7575,2396.1919
807,6010.8582,2728.7239,2534.9338
808,6054.9302,2794.0523,2493.6632
809,5899.2583,3021.94,2410.2769
810,5930.6047,2944.1537,2498.0264
811,5984.1909,2791.783,2380.375
812,5694.6448,2626.9807,2187.5253
813,5453.0674,2328.7959,1966.2841
814,5078.0364,2201.3068,1795.5112
815,4752.0795,2075.4951,1705.5229
816,4852.8164,1959.0892,1576.2181
817,4598.5768,1875.3147,1492.7837
818,4634.3479,1845.8538,1463.4276
819,4838.8428,1864.5946,1468.0692
820,5335.644,2015.3827,1569.11
821,6013.4426,2448.6563,1899.4804
822,6236.1281,2759.3911,2116.1717
823,6270.6918,2756.3655,2164.8848
824,6285.9786,2779.5724,2173.1722
825,6251.3335,2819.835,2207.1139
826,6183.8644,2801.1679,2212.6176
827,6142.9059,2794.8271,2200.689
828,6118.3602,2797.8606,2214.4459
829,6071.2926,2749.68,2189.6832
830,6056.9744,2707.6795,2172.2059
831,6107.2663,2737.201,2206.1383
832,6480.9194,2906.751,2353.1225
833,6728.0554,2867.9552,2386.2286
834,6556.87,2971.961,2545.6815
835,6305.4927,3018.3881,2519.8779
836,5922.2718,2855.3025,2363.8422
837,5380.6378,2547.9013,2099.5503
838,4975.8617,2232.6661,1832.5166
839,4704.0069,2012.1071,1660.8054
840,4806.8645,2401.1767,1603.7366
841,4574.0986,2255.2757,1462.4971
842,4609.7746,2199.4848,1487.3639
843,4723.1557,2181.0045,1571.9279
844,4937.5509,2192.0219,1661.0993
845,5171.4238,2306.9347,1764.7886
846,5393.4715,2463.9768,1890.6419
847,5619.5301,2642.609,2012.6628
848,5609.5364,2777.6057,2042.8359
849,5473.9847,2838.0285,2018.8808
850,5340.3354,2839.4927,1974.7892
851,5253.6085,2768.0287,1944.4248
852,5238.3235,2738.4862,1943.4663
853,5306.8598,2646.9567,1962.7627
854,5587.7727,2611.3813,2101.3693
855,6381.2677,2692.3407,2451.3096
856,6959.3748,3064.7967,2642.4757
857,6235.9646,3166.9331,2330.3607
858,5994.6383,3137.5775,2187.8658
859,5796.334,3083.2349,2049.1939
860,5451.8436,3014.6809,1866.3914
861,4993.0623,2849.9365,1660.695
862,4562.8498,2598.3235,1499.1354
863,4462.4409,2374.7467,1477.1394
864,4721.3502,1890.6825,1665.1298
865,4565.9554,1851.7841,1639.5393
866,4417.6452,1786.511,1544.1094
867,4348.0434,1758.5274,1491.7941
868,4490.8615,1867.1098,1514.6865
869,4669.527,2022.3246,1548.6328
870,4807.5456,2114.0251,1578.0403
871,4966.0106,2210.3549,1595.5378
872,5267.7179,2378.1934,1763.4927
873,5451.9482,2486.9864,1902.062
874,5518.5092,2494.865,1993.7761
875,5525.7687,2473.1722,2035.0436
876,5492.1286,2414.1898,2038.6987
877,5414.548,2339.6976,2003.8452
878,5405.2181,2297.7314,1970.8199
879,5414.2139,2258.7908,1919.3651
880,5511.827,2230.6441,1875.2159
881,6095.672,2333.4252,2036.9637
882,6341.4163,2672.2594,2297.6845
883,6198.7315,2746.8016,2237.2901
884,6062.0519,2681.6232,2200.6533
885,5777.9771,2523.2038,2116.1453
886,5450.4889,2339.6949,2025.0585
887,5046.5151,2102.004,1798.2981
888,5111.1277,2124.9662,1773.2042
889,4674.9723,2002.217,1609.8193
890,4516.8173,1960.185,1551.0854
891,4402.6891,1952.2959,1510.7266
892,4428.6968,2034.4483,1536.5006
893,4718.2499,2276.7607,1660.5924
894,5351.4294,2747.4132,1925.8398
895,5833.5107,2968.0117,2073.6518
896,6106.1489,2929.3106,2137.9703
897,6341.9866,2856.5167,2183.9945
898,6507.4029,2858.1519,2219.8517
899,6545.1234,2806.9482,2226.3232
900,6535.8419,2777.4925,2224.5321
901,6520.5898,2744.8875,2245.6039
902,6471.7702,2698.2973,2226.3169
903,6417.7963,2671.6331,2188.535
904,6243.5988,2614.1491,2107.8812
905,6405.9554,2871.9582,2228.4283
906,7002.3882,3130.212,2447.7198
907,6965.3645,3097.7964,2421.0433
908,6819.8579,3048.1516,2362.1429
909,6452.6498,2849.3722,2225.1688
910,5936.4608,2540.0963,2029.4653
911,5422.5656,2305.3653,1846.7235
912,4665.999,2033.5315,1479.8795
913,4491.277,1968.1136,1472.4076
914,4525.8684,1899.749,1486.1038
915,4743.3026,1859.3654,1610.7856
916,5207.9004,1902.83,1797.013
917,5669.8713,2126.3778,1939.3556
918,5916.6447,2510.0749,2003.8296
919,6104.8756,2693.4707,2089.3288
920,6238.7672,2729.2355,2143.5486
921,6284.7503,2813.0706,2195.019
922,6211.3972,2831.7456,2212.5025
923,6143.0808,2800.739,2212.4947
924,5994.0288,2778.9988,2198.6819
925,5909.3515,2730.8839,2153.7359
926,5937.8459,2657.9295,2118.8761
927,6206.2929,2595.7925,2160.1732
928,6402.6324,2563.1849,2360.1264
929,6584.7196,2783.5833,2443.9247
930,6619.6313,3130.0883,2441.2779
931,6161.1617,3051.0404,2226.6715
932,5763.7074,2945.4757,2013.7348
933,5347.5932,2810.237,1815.3533
934,4978.4342,2547.6855,1658.2534
935,4794.1451,2294.4794,1576.3876
936,4534.4964,1948.2955,1515.6854
937,4516.864,1879.8651,1534.7998
938,4469.7946,1814.7051,1528.3329
939,4572.9257,1786.9057,1577.8474
940,4894.7885,1818.2044,1726.4889
941,5285.7243,1966.2826,1943.2611
942,5694.9703,2157.7122,2093.1021
943,5876.004,2326.8359,2154.6338
944,5965.9535,2363.9676,2170.2952
945,5999.8048,2405.7628,2164.8615
946,5917.1755,2449.0563,2131.9186
947,5742.54,2450.5731,2067.7836
948,5670.1105,2472.1922,2050.3685
949,5526.1541,2451.9241,1982.5084
950,5484.3932,2440.8935,1932.913
951,5458.3752,2451.6215,1908.0197
952,5456.0762,2511.9943,1909.7905
953,5455.8702,2539.9358,1941.0698
954,5744.7022,2554.7709,2185.4428
955,6159.3388,2603.0306,2335.7727
956,5929.4215,2776.5441,2198.0826
957,5424.5047,2659.8094,1952.9564
958,4973.5031,2378.5118,1734.3527
959,4688.0615,2092.7033,1590.1398
960,4223.2594,1737.2477,1480.8893
961,4222.0155,1797.6073,1485.4003
962,4300.6304,1872.0759,1541.3335
963,4557.2279,2092.5902,1704.6064
964,4983.277,2477.5804,2027.4084
965,5134.7716,2682.5664,2180.6417
966,5471.2469,2724.8799,2225.7307
967,5857.5571,2756.1207,2246.958
968,5902.5595,2810.3949,2293.8334
969,6010.6702,2813.5258,2295.7551
970,6077.9505,2754.5513,2261.9486
971,6107.4775,2735.8473,2249.186
972,6085.9535,2679.8696,2223.5161
973,6098.0662,2654.938,2201.5527
974,6023.4225,2609.954,2175.9217
975,5889.846,2630.2511,2214.4304
976,5902.9092,2911.4803,2485.9377
977,5981.9397,2902.4243,2465.6752
978,5982.8199,2728.5766,2289.722
979,5752.6792,2553.0173,2132.8383
980,5529.5609,2349.4666,1924.4841
981,5408.4043,2105.5402,1695.0193
982,5397.7405,1892.7098,1539.883
983,5007.5474,1797.8836,1445.2545
984,4714.3625,2067.627,1624.7197
985,4566.1181,1896.926,1496.3346
986,4437.2528,1844.0949,1447.8175
987,4411.5447,1826.9946,1427.869
988,4514.5962,1917.0231,1471.3271
989,4853.8196,2115.9182,1630.0393
990,5487.7453,2471.8817,1897.834
991,5936.5796,2610.2303,2073.0074
992,6264.6346,2704.9249,2184.9592
993,6533.4089,2816.6409,2267.5347
994,6688.7639,2839.94,2304.2291
995,6685.7474,2872.4818,2307.9091
996,6607.0286,2872.4082,2292.2772
997,6550.8543,2841.3384,2261.9719
998,6482.3042,2782.3376,2204.2322
999,6458.5661,2751.1941,2177.9957
1000,6506.2716,2751.0599,2174.3655
1001,6710.8946,2791.6067,2302.679
1002,7087.2456,3083.7323,2607.814
1003,6998.3045,3058.8454,2577.3098
1004,6798.0353,2973.4093,2481.6809
1005,6445.6164,2743.6707,2279.7329
1006,5888.7165,2473.3906,2021.9156
1007,5284.5792,2184.4117,1761.4887
1008,4932.5297,1948.2244,1605.6395
1009,4752.2585,1974.3571,1575.4074
1010,4675.7054,1941.8994,1533.2715
1011,4673.8635,1948.3586,1533.371
1012,4785.2452,2037.0308,1578.359
1013,4953.8719,2163.0899,1661.0014
1014,5155.6031,2279.6984,1751.9016
1015,5333.558,2431.898,1830.8686
1016,5492.95,2509.1791,1927.1947
1017,5604.2832,2634.5936,1994.0995
1018,5669.7043,2683.9595,2051.7646
1019,5636.0278,2668.3206,2069.1066
1020,5606.3935,2640.2949,2085.5415
1021,5572.7274,2615.4528,2087.3201
1022,5613.582,2626.3123,2145.9545
1023,5667.9836,2691.6986,2177.2136
1024,6099.5438,2973.2751,2352.5861
1025,6421.9181,3238.505,2388.2411
1026,6283.7454,3024.0052,2176.5847
1027,6065.9286,2896.6109,2320.4011
1028,5865.3548,2767.5472,2299.107
1029,5569.8553,2612.0587,2141.2181
1030,5235.6946,2410.1853,1944.9106
1031,4902.7811,2242.6862,1793.6005
1032,4732.2519,2090.7971,1647.8329
1033,4428.0579,2017.9637,1486.4785
1034,4315.635,1968.2005,1448.8008
1035,4254.2941,1943.2978,1422.1398
1036,4242.0152,1938.6053,1410.1724
1037,4363.7872,2020.9683,1440.4963
1038,4454.8507,2120.4369,1415.872
1039,4641.9174,2222.8786,1485.5931
1040,4939.3609,2404.6549,1625.1551
1041,5099.7976,2566.1737,1735.3345
1042,5197.9076,2632.9663,1824.3209
1043,5242.8425,2674.8509,1900.3985
1044,5258.0739,2656.1864,1945.2605
1045,5237.6898,2597.1067,1961.6565
1046,5200.9933,2551.9543,1959.7193
1047,5200.0283,2559.5908,1946.7856
1048,5415.7971,2666.5828,1944.0299
1049,6179.2017,2969.4811,2142.5684
1050,6265.4639,2959.4715,2167.7944
1051,6147.9263,2844.8824,2071.6378
1052,6001.8233,2736.3499,1981.8391
1053,5657.5078,2567.1499,1842.3906
1054,5253.65,2385.1947,1721.9819
1055,4932.3524,2231.0651,1649.1926
1056,4514.2405,2010.3167,1591.1201
1057,4411.8356,1918.5319,1454.3745
1058,4647.8257,1946.5655,1492.9205
1059,5191.402,2046.1815,1621.4005
1060,5994.5663,2239.1016,1868.2011
1061,6292.3266,2416.396,2157.0365
1062,6212.0915,2686.4841,2253.5835
1063,6331.6164,2830.6156,2302.3447
1064,6407.3845,2818.2103,2317.0352
1065,6363.5913,2835.2239,2329.8461
1066,6269.7035,2818.1367,2311.5347
1067,6282.7155,2782.5139,2293.2108
1068,6197.8529,2774.7142,2263.8267
1069,6193.6324,2785.5132,2217.0757
1070,6314.9837,2800.9363,2203.2722
1071,6951.5329,2922.2135,2288.7262
1072,7559.0839,3049.2868,2381.2371
1073,7047.8373,2903.228,2365.7778
1074,6456.4828,2977.8755,2494.1598
1075,5927.3181,2923.5435,2348.2679
1076,5326.4934,2741.6724,2139.9868
1077,4833.7655,2534.9197,1869.3711
1078,4639.1952,2320.5226,1679.3905
1079,4615.3843,2199.4059,1675.4555
1080,5071.4269,2297.0709,1633.046
1081,4694.8414,2127.9367,1576.9387
1082,4590.7105,2051.7092,1497.9919
1083,4549.8057,1961.5518,1440.1853
1084,4680.7829,1969.241,1440.2771
1085,5287.6493,2222.3576,1621.1828
1086,5874.4606,2682.3453,1936.0908
1087,6075.0674,2910.8066,2221.4545
1088,6149.744,2910.8487,2311.3823
1089,6111.9837,2929.5053,2379.3233
1090,6141.689,2966.7791,2388.5474
1091,6129.3703,2929.5159,2423.3247
1092,6105.9075,2875.2049,2442.506
1093,6102.8771,2796.0886,2446.1503
1094,6044.7588,2861.1486,2422.2714
1095,5933.5762,2867.0816,2317.7029
1096,6068.1074,2803.2594,2203.1245
1097,6459.4231,3006.8733,2303.6515
1098,6720.113,3348.9042,2687.0034
1099,6700.443,3408.0076,2721.7699
1100,6492.8364,3375.521,2649.1826
1101,6078.817,3238.7944,2470.0773
1102,5575.0246,2914.0639,2169.9002
1103,5169.0185,2581.5231,1903.7193
1104,4430.4175,1737.2582,1504.7464
1105,4397.3408,1805.2439,1513.7326
1106,4425.1055,1907.7829,1531.098
1107,4697.0884,2193.5624,1648.4306
1108,5232.918,2665.7028,1890.5119
1109,5614.3905,2738.9783,2064.0561
1110,5759.4834,2616.4395,2126.8603
1111,5817.8372,2613.356,2186.6709
1112,5948.6101,2631.9915,2228.9032
1113,6064.9559,2613.3533,2221.6023
1114,6027.1367,2545.1071,2204.2245
1115,6013.8114,2520.1992,2206.9709
1116,5929.9364,2439.5793,2161.1146
1117,5943.1718,2410.0631,2151.9231
1118,6095.3112,2526.5058,2234.4069
1119,6456.088,2804.4988,2538.6969
1120,6055.8658,2826.7231,2716.567
1121,6070.8496,2798.6027,2604.1185
1122,5852.0244,2646.3925,2469.6537
1123,5571.8446,2445.9227,2306.3979
1124,5238.2819,2124.3599,2064.2233
1125,4899.6566,1897.4917,1822.8409
1126,4597.0794,1822.7521,1683.1218
1127,4477.5925,1807.1948,1634.2206
1128,4857.3122,2347.0131,1626.6414
1129,4709.3691,2199.7374,1609.9717
1130,4798.8978,2156.2518,1597.953
1131,5012.0353,2151.5752,1632.7024
1132,5355.01,2202.8789,1767.4517
1133,5779.0596,2498.088,2094.9217
1134,6156.1395,3021.7216,2314.5025
1135,6259.4864,3229.9253,2338.6488
1136,6265.8483,3167.8804,2306.7609
1137,6271.1949,3091.8161,2298.6476
1138,6326.2413,3097.9648,2317.9626
1139,6325.1135,3071.4033,2329.8709
1140,6388.3516,3068.2013,2342.6693
1141,6436.213,3046.3585,2345.3924
1142,6594.2694,2964.0481,2324.2631
1143,7010.3999,2802.661,2304.0036
1144,7000.162,2841.5094,2574.3737
1145,7225.8078,3380.2819,2790.9794
1146,7022.3639,3466.1047,2731.8887
1147,6735.4405,3410.2059,2635.5875
1148,6320.8542,3334.1127,2444.821
1149,5739.618,3132.0813,2170.4709
1150,5224.3024,2762.4326,1896.9081
1151,5012.9643,2533.8923,1734.2594
1152,4526.1932,1922.3418,1560.6858
1153,4554.0851,1936.0349,1574.2156
1154,4657.0344,1957.7882,1568.6917
1155,4921.4981,2026.1713,1631.0637
1156,5585.3636,2287.127,1841.1467
1157,6319.1201,2756.2497,2182.4965
1158,6512.9815,2924.3829,2293.681
1159,6580.7899,2874.8328,2265.3363
1160,6749.0167,2855.9867,2258.9099
1161,6912.2085,2889.8901,2286.4874
1162,6921.2874,2889.7243,2290.1472
1163,6792.4861,2858.4887,2258.9332
1164,6777.0817,2866.1147,2305.6625
1165,6782.0803,2786.8695,2306.5494
1166,6803.4381,2710.7473,2293.6546
1167,7012.5663,2743.2971,2297.2693
1168,7540.5823,3010.4279,2467.9069
1169,7214.082,3219.0499,2662.655
1170,6762.0141,3087.1053,2551.9462
1171,6423.014,3003.1913,2459.2705
1172,5893.9134,2801.3336,2262.9273
1173,5377.7781,2521.7449,2014.1926
1174,4981.0206,2256.0572,1788.3254
1175,4773.3898,2080.5743,1621.2481
1176,4315.9597,1940.9589,1501.0353
1177,4321.9546,1933.325,1487.2535
1178,4264.6819,1959.9155,1464.4078
1179,4271.931,2009.8866,1474.6573
1180,4460.8846,2205.685,1562.8702
1181,4800.9035,2511.4011,1761.0386
1182,4989.1707,2868.3341,1980.4033
1183,5168.1219,2989.3376,2111.6265
1184,5383.6847,2961.1751,2191.2504
1185,5443.0486,2873.9828,2226.8572
1186,5444.0224,2791.4777,2277.0954
1187,5388.808,2722.9895,2293.4525
1188,5340.8462,2679.4118,2290.6843
1189,5270.3953,2631.2679,2285.1868
1190,5270.5113,2620.5715,2306.4686
1191,5503.684,2766.9145,2403.2783
1192,6123.0631,3178.9689,2684.3301
1193,6328.3222,3254.6832,2768.3405
1194,6294.4777,3196.9335,2693.7803
1195,6140.0428,3094.3234,2585.3779
1196,5855.8294,2910.8856,2403.5386
1197,5528.7187,2668.5496,2163.054
1198,5112.814,2367.4364,1905.2786
1199,4869.4553,2212.3374,1760.4027
1200,4694.5377,2106.9859,1656.8627
1201,4348.2279,1995.4488,1502.0202
1202,4197.8923,1919.495,1512.0909
1203,4095.6345,1888.6515,1583.6606
1204,4068.9301,1904.2983,1668.0753
1205,4164.9835,2012.9781,1748.8613
1206,4399.0036,2172.88,1867.283
1207,4545.1239,2287.6296,1919.6279
1208,4869.1974,2492.3735,1974.6959
1209,5166.7222,2650.4797,2014.1413
1210,5361.9928,2710.8499,2025.0973
1211,5422.372,2650.2429,2009.4359
1212,5443.7782,2578.7711,1994.6972
1213,5393.6491,2513.569,2025.8335
1214,5290.3673,2425.2257,2167.031
1215,5098.2206,2343.1758,2421.2041
1216,5244.031,2522.0186,2482.0478
1217,5998.9721,3063.6115,2600.3996
1218,6254.4081,3085.4595,2537.22
1219,6145.2717,3032.4996,2410.5217
1220,6006.4351,2976.3087,2226.9551
1221,5782.6737,2831.7588,2004.8845
1222,5468.7394,2623.5998,1841.5448
1223,5089.1746,2400.0178,1756.1684
1224,4546.3193,2002.7827,1566.3465
1225,4453.799,1890.9588,1584.5802
1226,4342.49,1848.9321,1568.883
1227,4296.6246,1830.236,1604.5333
1228,4353.0292,1884.5838,1716.3421
1229,4602.3983,2066.3786,1937.3749
1230,5260.0854,2457.6175,2164.8652
1231,5773.9928,2715.3845,2214.543
1232,5833.7012,2667.7011,2272.6046
1233,5954.4821,2686.6051,2305.8366
1234,6006.6886,2717.767,2339.8778
1235,5990.3572,2725.4614,2341.7264
1236,5947.5637,2726.9151,2340.7912
1237,5894.4042,2734.4727,2326.9644
1238,5883.1007,2700.1483,2284.6793
1239,5822.0196,2701.4177,2267.0682
1240,5742.7236,2673.292,2249.4852
1241,5512.3882,2599.2971,2297.4792
1242,5820.8477,2910.4319,2416.3224
1243,6270.5543,2995.8863,2393.4922
1244,6156.7888,2947.8766,2285.3743
1245,5878.5132,2753.7503,2098.2428
1246,5402.096,2441.354,1885.2284
1247,4939.1219,2198.7285,1716.175
1248,4583.5151,2058.5842,1680.0785
1249,4404.7146,1892.3309,1557.068
1250,4493.5812,1929.6625,1605.6924
1251,4832.7752,2134.6353,1779.982
1252,5290.806,2426.7319,2091.0467
1253,5504.7434,2604.0474,2299.3231
1254,5699.1821,2776.581,2282.9753
1255,5796.4915,2778.1346,2244.4915
1256,5897.4587,2774.9089,2276.594
1257,5949.3969,2670.8847,2326.051
1258,5969.6407,2706.4206,2355.3402
1259,5974.6238,2695.4663,2370.8617
1260,5983.7459,2661.2262,2392.7987
1261,6002.0717,2653.4265,2421.187
1262,6205.1686,2731.0102,2526.6346
1263,6692.4667,3021.3058,2752.2873
1264,6410.3057,2967.258,2633.288
1265,6462.5712,3072.7464,2646.0957
1266,6312.5507,3007.7732,2573.8412
1267,5923.2032,2818.313,2364.7385
1268,5517.3755,2648.884,2102.3293
1269,5169.6383,2457.7307,1845.4036
1270,4886.513,2260.4076,1699.4743
1271,4698.1297,2150.011,1669.8819
1272,4939.4308,2252.1869,1661.4063
1273,4784.036,2255.1915,1631.0622
1274,4947.5343,2331.1953,1661.4281
1275,5401.2026,2506.5019,1763.5067
1276,6134.1602,2827.8911,1946.4491
1277,6659.4956,2941.5317,2049.3307
1278,6783.1095,3041.4477,2195.0594
1279,6640.319,3088.2563,2286.6958
1280,6516.88,3082.0023,2270.2143
1281,6383.1425,3024.5394,2248.2057
1282,6302.4226,2960.8988,2233.5184
1283,6248.2062,2859.9687,2205.0492
1284,6138.8741,2731.1496,2156.4015
1285,6030.689,2617.8563,2119.7087
1286,6090.013,2582.1283,2125.2683
1287,6640.8402,2833.486,2275.0253
1288,7223.4431,3056.9602,2336.0261
1289,6833.3297,3224.9092,2337.7487
1290,6514.4591,3130.504,2363.1838
1291,6167.9121,2995.439,2248.2446
1292,5682.236,2818.4261,2089.1951
1293,5212.8948,2644.3495,1935.7052
1294,4935.7973,2518.2772,1803.4737
1295,4824.3861,2381.4243,1723.6352
1296,5062.2043,2207.4608,1768.5377
1297,4694.9401,2015.0328,1663.1724
1298,4435.7711,1908.096,1573.3722
1299,4204.2283,1796.7063,1495.6871
1300,4051.6518,1752.1407,1462.9402
1301,4404.4309,2003.6537,1667.49
1302,5231.9574,2526.6295,2098.5436
1303,5888.7053,2860.366,2312.3159
1304,6117.6022,2914.6533,2393.0801
1305,6310.4906,2982.7732,2460.9263
1306,6409.5207,3039.8914,2535.191
1307,6359.4002,3033.6348,2495.7627
1308,6306.2597,2997.9173,2460.8563
1309,6393.9241,2983.8874,2467.2236
1310,6354.1453,2926.5376,2429.6003
1311,6026.859,2736.1263,2293.1206
1312,6068.0911,2725.6246,2317.3929
1313,7094.1304,3253.2007,2784.089
1314,7352.2997,3403.673,2952.6697
1315,7388.4317,3394.0855,2925.7334
1316,7407.2239,3345.6549,2873.1211
1317,7136.0624,3134.3781,2660.1611
1318,6445.5635,2760.2422,2307.0026
1319,5721.3863,2367.5128,2012.6355
1320,4850.3228,2007.4068,1640.4496
1321,4754.9748,2039.7802,1575.3203
1322,4623.0913,1997.8166,1523.9152
1323,4603.61,2014.8775,1524.8053
1324,4711.8419,2100.3135,1581.669
1325,5028.7494,2361.3641,1753.3396
1326,5718.6572,2821.1729,2079.1057
1327,6172.5783,3009.1768,2247.0684
1328,6242.2632,2953.307,2349.7339
1329,6236.2389,2796.5491,2408.4212
